trip_distance,duration_minutes,tolls_amount,passenger_count,actual_fare,predicted_fare,error,absolute_error,fare_band
1.42,11.633333333333333,0.0,1,9.0,9.004694219208035,-0.004694219208035477,0.004694219208035477,0-10
0.64,3.45,0.0,1,4.5,4.535554523713693,-0.035554523713693165,0.035554523713693165,0-10
0.89,5.083333333333333,0.0,1,5.5,5.493086458530418,0.0069135414695820074,0.0069135414695820074,0-10
1.0,7.683333333333334,0.0,3,6.5,6.757376835010511,-0.25737683501051123,0.25737683501051123,0-10
0.8,9.383333333333333,0.0,1,7.0,7.3485230520571445,-0.3485230520571445,0.3485230520571445,0-10
2.79,21.683333333333334,0.0,1,15.5,15.262883221142344,0.23711677885765603,0.23711677885765603,10-20
7.7,38.916666666666664,0.0,1,30.5,30.31104056624468,0.18895943375531843,0.18895943375531843,20-40
19.3,87.88333333333334,5.76,1,52.0,52.229897745939226,-0.22989774593922618,0.22989774593922618,40-60
2.5,14.516666666666667,0.0,1,12.0,11.721031926478902,0.27896807352109754,0.27896807352109754,10-20
2.6,28.316666666666666,0.0,1,17.5,17.650041057023444,-0.1500410570234436,0.1500410570234436,10-20
1.08,10.6,0.0,1,8.0,8.152612591415158,-0.15261259141515815,0.15261259141515815,0-10
2.19,6.65,0.0,1,8.5,8.436034598582179,0.06396540141782125,0.06396540141782125,0-10
0.9,5.783333333333333,0.0,1,5.5,5.863125139284809,-0.3631251392848087,0.3631251392848087,0-10
5.58,27.55,0.0,1,21.5,22.080581446768107,-0.5805814467681074,0.5805814467681074,20-40
0.4,2.9,0.0,1,4.0,4.008482327315231,-0.008482327315230798,0.008482327315230798,0-10
3.8,28.483333333333334,0.0,1,19.5,19.827176676948866,-0.32717667694886643,0.32717667694886643,10-20
1.8,7.683333333333334,0.0,1,8.0,7.891541114828273,0.10845888517172675,0.10845888517172675,0-10
2.1,12.333333333333334,0.0,1,10.5,10.326040463303595,0.17395953669640463,0.17395953669640463,10-20
1.16,15.416666666666666,0.0,1,10.5,10.26553857805606,0.2344614219439407,0.2344614219439407,10-20
0.88,6.55,0.0,1,6.0,6.125370946644001,-0.12537094664400072,0.12537094664400072,0-10
5.65,16.916666666666668,0.0,2,19.0,18.534250934325026,0.46574906567497365,0.46574906567497365,10-20
4.57,7.683333333333334,0.0,2,13.5,13.278496503496502,0.2215034965034981,0.2215034965034981,10-20
2.35,14.933333333333334,0.0,3,12.0,11.65786509442528,0.3421349055747207,0.3421349055747207,10-20
1.07,6.883333333333334,0.0,1,6.0,6.51278029805949,-0.5127802980594902,0.5127802980594902,0-10
4.55,19.766666666666666,0.0,1,18.0,17.242579162863816,0.7574208371361841,0.7574208371361841,10-20
5.7,22.216666666666665,0.0,1,21.0,20.484456938333867,0.5155430616661327,0.5155430616661327,20-40
0.9,6.433333333333334,0.0,2,6.5,6.084939252768968,0.41506074723103215,0.41506074723103215,0-10
1.4,5.2,0.0,1,6.5,6.393435702050638,0.10656429794936173,0.10656429794936173,0-10
9.74,57.35,5.76,2,39.0,42.56500677529348,-3.565006775293483,3.565006775293483,20-40
1.23,9.35,0.0,1,8.0,7.717049476851504,0.28295052314849567,0.28295052314849567,0-10
0.69,11.833333333333334,0.0,1,8.5,8.422237467055858,0.07776253294414204,0.07776253294414204,0-10
0.5,5.116666666666666,0.0,1,5.0,5.044519522514872,-0.04451952251487157,0.04451952251487157,0-10
5.2,11.083333333333334,5.76,1,16.0,31.885261428198604,-15.885261428198604,15.885261428198604,10-20
1.6,10.4,0.0,3,8.5,8.724028827956287,-0.2240288279562872,0.2240288279562872,0-10
1.15,8.533333333333333,0.0,2,7.0,7.322495329064253,-0.32249532906425316,0.32249532906425316,0-10
3.3,24.783333333333335,0.0,1,17.0,17.171531468337914,-0.1715314683379141,0.1715314683379141,10-20
8.04,26.166666666666668,0.0,5,25.5,29.26224452846994,-3.762244528469939,3.762244528469939,20-40
4.2,16.55,0.0,1,15.0,15.602979021179273,-0.6029790211792729,0.6029790211792729,10-20
1.91,11.916666666666666,0.0,3,10.0,9.816106414662235,0.18389358533776523,0.18389358533776523,0-10
6.74,18.55,5.76,2,21.5,21.30785456583168,0.19214543416832086,0.19214543416832086,20-40
1.93,1436.5,0.0,1,14.5,8.730592918985774,5.769407081014226,5.769407081014226,10-20
2.7,19.75,0.0,1,14.5,14.03549585165776,0.46450414834223963,0.46450414834223963,10-20
1.63,3.65,0.0,3,6.5,6.384995649364873,0.11500435063512704,0.11500435063512704,0-10
2.8,11.2,0.0,1,11.0,10.994354077818846,0.005645922181154006,0.005645922181154006,10-20
1.14,5.716666666666667,0.0,6,6.0,6.124173255657187,-0.12417325565718684,0.12417325565718684,0-10
1.6,8.733333333333333,0.0,3,7.5,8.046208465178205,-0.5462084651782053,0.5462084651782053,0-10
2.0,8.216666666666667,0.0,1,9.0,8.686164685748176,0.31383531425182376,0.31383531425182376,0-10
1.1,5.616666666666666,0.0,1,6.0,6.062998614861313,-0.0629986148613133,0.0629986148613133,0-10
25.5,50.56666666666667,16.26,1,140.0,79.18005915520479,60.81994084479521,60.81994084479521,100+
1.13,3.6666666666666665,0.0,5,5.5,5.442526473659233,0.0574735263407673,0.0574735263407673,0-10
2.63,20.533333333333335,0.0,1,14.0,14.197395235923857,-0.19739523592385666,0.19739523592385666,10-20
1.0,8.7,0.0,2,7.0,7.177647202651872,-0.17764720265187162,0.17764720265187162,0-10
11.8,25.366666666666667,5.76,2,34.0,34.083336258045016,-0.08333625804501565,0.08333625804501565,20-40
2.46,23.633333333333333,0.0,1,16.0,15.239996818900819,0.7600031810991812,0.7600031810991812,10-20
2.65,12.95,0.0,1,11.5,11.36316851428745,0.1368314857125501,0.1368314857125501,10-20
1.59,22.916666666666668,0.0,1,14.0,14.440377823730216,-0.4403778237302163,0.4403778237302163,10-20
0.61,2.95,0.0,2,4.5,4.426589488489408,0.07341051151059208,0.07341051151059208,0-10
3.1,23.166666666666668,0.0,3,16.5,16.083934634402077,0.4160653655979232,0.4160653655979232,10-20
0.5,3.1166666666666667,0.0,1,4.5,4.152911923243592,0.34708807675640774,0.34708807675640774,0-10
1.93,11.916666666666666,0.0,5,10.0,9.93289188854184,0.06710811145815931,0.06710811145815931,0-10
0.8,14.183333333333334,0.0,1,9.5,9.589396708118304,-0.08939670811830425,0.08939670811830425,0-10
3.6,17.5,0.0,1,15.5,14.974119783613737,0.5258802163862626,0.5258802163862626,10-20
3.68,39.93333333333333,0.0,1,24.0,23.83265010859215,0.16734989140784862,0.16734989140784862,20-40
7.4,28.566666666666666,0.0,1,26.5,25.99942447110818,0.5005755288918188,0.5005755288918188,20-40
5.07,24.666666666666668,0.0,6,21.0,20.131071916533813,0.8689280834661872,0.8689280834661872,20-40
2.39,30.65,0.0,1,18.5,18.651554799487457,-0.15155479948745665,0.15155479948745665,10-20
12.76,17.966666666666665,0.0,1,35.5,35.707137714588356,-0.20713771458835595,0.20713771458835595,20-40
9.28,35.833333333333336,0.0,1,31.0,34.356281216355676,-3.3562812163556757,3.3562812163556757,20-40
12.05,24.45,0.0,2,36.0,34.97255237720408,1.0274476227959184,1.0274476227959184,20-40
0.74,2.0,0.0,1,4.0,4.200963672352374,-0.20096367235237356,0.20096367235237356,0-10
0.9,7.05,0.0,4,6.5,6.40673939201317,0.09326060798682967,0.09326060798682967,0-10
0.56,2.2666666666666666,0.0,3,4.0,3.939433783996705,0.060566216003294926,0.060566216003294926,0-10
2.12,11.483333333333333,0.0,1,10.0,9.823645202702714,0.17635479729728587,0.17635479729728587,0-10
1.17,4.983333333333333,0.0,2,6.0,5.921487927860199,0.07851207213980071,0.07851207213980071,0-10
4.5,18.083333333333332,0.0,1,17.0,16.607847557750617,0.39215244224938317,0.39215244224938317,10-20
0.6,3.533333333333333,0.0,1,4.5,4.535446997441051,-0.035446997441050954,0.035446997441050954,0-10
9.09,19.416666666666668,5.76,1,26.0,36.332935100607884,-10.332935100607884,10.332935100607884,20-40
1.3,17.216666666666665,0.0,1,11.0,11.346241018200264,-0.34624101820026354,0.34624101820026354,10-20
0.9,10.666666666666666,0.0,1,8.0,7.990369642636612,0.009630357363388242,0.009630357363388242,0-10
1.1,13.633333333333333,0.0,1,10.0,9.581134668019804,0.4188653319801965,0.4188653319801965,0-10
2.08,15.083333333333334,0.0,1,11.5,11.280432429780511,0.21956757021948903,0.21956757021948903,10-20
2.4,12.5,0.0,2,11.0,10.805440325725176,0.19455967427482435,0.19455967427482435,10-20
0.67,3.05,0.0,3,4.5,4.502766177475909,-0.002766177475908904,0.002766177475908904,0-10
2.52,15.266666666666667,0.0,3,12.5,12.147093851748881,0.3529061482511189,0.3529061482511189,10-20
1.7,17.8,0.0,2,11.5,12.080719123305167,-0.5807191233051672,0.5807191233051672,10-20
8.6,45.266666666666666,5.76,1,36.5,34.8399765908614,1.6600234091386028,1.6600234091386028,20-40
0.63,4.1,0.0,2,5.0,4.760898705903561,0.23910129409643943,0.23910129409643943,0-10
0.8,7.616666666666666,0.0,1,6.5,6.491722528805004,0.008277471194995556,0.008277471194995556,0-10
0.7,5.85,0.0,1,6.0,5.632536481748858,0.3674635182511423,0.3674635182511423,0-10
1.5,9.683333333333334,0.0,1,8.5,8.351722748966845,0.14827725103315537,0.14827725103315537,0-10
0.5,6.683333333333334,0.0,1,5.5,5.938491581546251,-0.4384915815462511,0.4384915815462511,0-10
0.8,10.416666666666666,0.0,1,8.0,7.792435455351569,0.20756454464843088,0.20756454464843088,0-10
2.7,19.333333333333332,0.0,1,14.5,13.989642238617606,0.5103577613823944,0.5103577613823944,10-20
3.82,16.85,0.0,2,15.0,14.899345475360358,0.10065452463964242,0.10065452463964242,10-20
0.5,5.333333333333333,0.0,1,5.5,5.1811089970084385,0.3188910029915615,0.3188910029915615,0-10
2.02,20.7,0.0,5,14.0,13.857739434795679,0.14226056520432095,0.14226056520432095,10-20
1.2,8.216666666666667,0.0,1,7.5,7.234661009577724,0.2653389904222756,0.2653389904222756,0-10
16.8,71.53333333333333,5.54,1,52.0,52.160248333293204,-0.16024833329320387,0.16024833329320387,40-60
3.0,12.75,0.0,1,12.0,12.208700354009435,-0.20870035400943543,0.20870035400943543,10-20
1.11,12.583333333333334,0.0,1,9.0,9.054217865551921,-0.05421786555192121,0.05421786555192121,0-10
1.5,13.883333333333333,0.0,1,10.5,10.09320690694404,0.4067930930559598,0.4067930930559598,10-20
2.3,18.25,0.0,1,13.0,13.008196247230282,-0.008196247230282339,0.008196247230282339,10-20
0.6,4.383333333333334,0.0,1,5.0,4.962433504620544,0.03756649537945567,0.03756649537945567,0-10
0.6,4.116666666666666,0.0,1,4.5,4.7683816807522,-0.26838168075220015,0.26838168075220015,0-10
2.3,17.183333333333334,0.0,1,13.0,12.52811899036847,0.4718810096315291,0.4718810096315291,10-20
4.81,15.0,0.0,1,16.0,17.0197969597245,-1.0197969597244985,1.0197969597244985,10-20
0.8,5.866666666666666,0.0,1,6.0,5.7623467834918785,0.23765321650812155,0.23765321650812155,0-10
3.78,21.6,0.0,5,16.0,16.346692334919837,-0.34669233491983675,0.34669233491983675,10-20
0.6,3.216666666666667,0.0,1,4.5,4.475310577919667,0.024689422080332868,0.024689422080332868,0-10
1.8,11.3,0.0,1,9.5,9.45737376843752,0.04262623156247969,0.04262623156247969,0-10
1.1,11.383333333333333,0.0,1,8.5,8.476820296028682,0.023179703971317522,0.023179703971317522,0-10
0.93,6.616666666666666,0.0,1,6.0,6.284078745625515,-0.28407874562551516,0.28407874562551516,0-10
1.1,6.0,0.0,1,6.0,6.261241505756423,-0.2612415057564226,0.2612415057564226,0-10
2.9,21.516666666666666,0.0,1,15.5,15.235113283511732,0.26488671648826845,0.26488671648826845,10-20
5.78,20.816666666666666,0.0,2,21.0,20.365990758095933,0.6340092419040673,0.6340092419040673,20-40
0.54,3.8833333333333333,0.0,5,4.5,4.5472683741983015,-0.047268374198301544,0.047268374198301544,0-10
6.8,71.23333333333333,5.54,1,44.0,38.64120367844107,5.358796321558927,5.358796321558927,40-60
0.9,6.733333333333333,0.0,1,6.0,6.296783759799498,-0.29678375979949756,0.29678375979949756,0-10
1.84,15.866666666666667,0.0,1,11.0,11.281677394914981,-0.2816773949149809,0.2816773949149809,10-20
0.71,8.9,0.0,1,7.0,6.979935918754789,0.020064081245211085,0.020064081245211085,0-10
1.4,14.516666666666667,0.0,1,10.0,10.215952568378443,-0.21595256837844268,0.21595256837844268,0-10
0.7,5.183333333333334,0.0,1,5.5,5.387567529022824,0.11243247097717557,0.11243247097717557,0-10
1.5,7.2,0.0,1,7.5,7.320871578576626,0.17912842142337393,0.17912842142337393,0-10
3.32,29.15,0.0,1,19.0,18.836174717016522,0.16382528298347765,0.16382528298347765,10-20
2.1,8.0,0.0,1,8.5,8.683273666854413,-0.18327366685441326,0.18327366685441326,0-10
1.25,11.216666666666667,0.0,5,8.5,8.662635923962275,-0.16263592396227544,0.16263592396227544,0-10
2.35,11.333333333333334,0.0,1,10.0,10.15285244492135,-0.15285244492135064,0.15285244492135064,0-10
1.45,21.65,0.0,1,13.5,13.59194127319068,-0.09194127319067924,0.09194127319067924,10-20
1.3,6.45,0.0,2,6.5,6.693725829771032,-0.19372582977103203,0.19372582977103203,0-10
0.7,9.7,0.0,1,7.5,7.480900168413878,0.019099831586122384,0.019099831586122384,0-10
2.7,14.466666666666667,0.0,1,12.0,12.01235932173178,-0.012359321731780781,0.012359321731780781,10-20
1.5,12.333333333333334,0.0,1,9.5,9.301094606665533,0.1989053933344671,0.1989053933344671,0-10
2.8,26.7,0.0,1,17.0,17.252964011268556,-0.2529640112685563,0.2529640112685563,10-20
1.1,10.766666666666667,0.0,3,8.5,8.311877443490195,0.18812255650980525,0.18812255650980525,0-10
0.4,1.7,0.0,1,3.5,3.512294866834171,-0.012294866834170914,0.012294866834170914,0-10
2.4,17.133333333333333,0.0,2,12.5,12.642879192971948,-0.1428791929719484,0.1428791929719484,10-20
1.1,16.066666666666666,0.0,1,10.5,10.732756350745348,-0.23275635074534762,0.23275635074534762,10-20
1.19,11.783333333333333,0.0,1,9.0,8.738391116126193,0.2616088838738069,0.2616088838738069,0-10
0.84,7.416666666666667,0.0,1,6.5,6.502894721843585,-0.0028947218435853017,0.0028947218435853017,0-10
2.7,15.816666666666666,0.0,6,12.5,12.769013556519907,-0.26901355651990677,0.26901355651990677,10-20
3.24,11.866666666666667,0.0,5,12.5,11.956055009169148,0.5439449908308518,0.5439449908308518,10-20
17.87,52.416666666666664,5.76,1,52.0,51.966727912355715,0.03327208764428491,0.03327208764428491,40-60
4.78,16.05,0.0,1,16.5,16.98216868652101,-0.4821686865210104,0.4821686865210104,10-20
1.3,8.5,0.0,2,7.5,7.443616323145141,0.05638367685485868,0.05638367685485868,0-10
0.7,5.883333333333334,0.0,3,5.5,5.65391012056594,-0.1539101205659401,0.1539101205659401,0-10
1.0,5.283333333333333,0.0,1,5.5,5.836640924720708,-0.33664092472070806,0.33664092472070806,0-10
2.09,13.55,0.0,3,10.5,10.778026448596073,-0.27802644859607284,0.27802644859607284,10-20
1.9,27.883333333333333,0.0,2,17.0,16.965653309420873,0.034346690579127426,0.034346690579127426,10-20
21.11,52.9,5.76,1,52.0,52.094323215802746,-0.09432321580274561,0.09432321580274561,40-60
1.7,8.566666666666666,0.0,1,8.5,8.168602947930166,0.3313970520698337,0.3313970520698337,0-10
1.12,5.016666666666667,0.0,1,5.5,5.855846533861079,-0.35584653386107856,0.35584653386107856,0-10
1.56,6.916666666666667,0.0,2,7.5,7.253984482847937,0.24601551715206327,0.24601551715206327,0-10
1.45,5.366666666666666,0.0,1,7.0,6.654989790539572,0.34501020946042793,0.34501020946042793,0-10
3.0,23.383333333333333,0.0,2,16.0,16.075018127566803,-0.07501812756680337,0.07501812756680337,10-20
1.4,9.983333333333333,0.0,1,8.5,8.203899280249997,0.29610071975000274,0.29610071975000274,0-10
4.5,14.216666666666667,0.0,1,15.5,16.27852075235398,-0.7785207523539803,0.7785207523539803,10-20
1.9,7.35,0.0,2,8.0,8.163168923165822,-0.16316892316582177,0.16316892316582177,0-10
1.4,8.6,0.0,1,7.5,7.593699580562864,-0.09369958056286443,0.09369958056286443,0-10
1.1,9.833333333333334,0.0,1,8.0,7.826238149710502,0.1737618502894982,0.1737618502894982,0-10
5.85,30.316666666666666,0.0,5,23.5,24.357664994423555,-0.8576649944235548,0.8576649944235548,20-40
1.4,14.383333333333333,0.0,1,10.0,10.16633469344777,-0.1663346934477694,0.1663346934477694,0-10
1.4,8.516666666666667,0.0,2,8.0,7.571534026459907,0.4284659735400931,0.4284659735400931,0-10
2.0,11.883333333333333,0.0,1,9.5,9.991442480713435,-0.49144248071343455,0.49144248071343455,0-10
0.59,4.733333333333333,0.0,1,5.0,4.998708673707736,0.0012913262922635838,0.0012913262922635838,0-10
1.0,12.183333333333334,0.0,2,8.5,8.729859937075727,-0.2298599370757266,0.2298599370757266,0-10
1.0,6.933333333333334,0.0,1,6.5,6.465905748673246,0.0340942513267537,0.0340942513267537,0-10
1.0,7.283333333333333,0.0,1,6.5,6.650669573906736,-0.15066957390673608,0.15066957390673608,0-10
0.7,5.2,0.0,1,5.5,5.390335575283403,0.10966442471659743,0.10966442471659743,0-10
2.5,20.35,0.0,1,14.0,14.147155585339817,-0.1471555853398172,0.1471555853398172,10-20
1.4,9.2,0.0,1,8.0,7.876580012620524,0.12341998737947613,0.12341998737947613,0-10
1.28,11.166666666666666,0.0,1,8.5,8.673486819151861,-0.17348681915186148,0.17348681915186148,0-10
23.67,70.65,5.76,3,66.0,55.035531150294915,10.964468849705085,10.964468849705085,60-100
1.1,10.15,0.0,2,7.5,7.978102995614503,-0.47810299561450265,0.47810299561450265,0-10
3.32,25.783333333333335,0.0,1,17.5,17.451869413010517,0.04813058698948325,0.04813058698948325,10-20
4.08,13.783333333333333,0.0,2,15.0,14.229612751969162,0.770387248030838,0.770387248030838,10-20
0.46,4.216666666666667,0.0,1,4.5,4.631420809457084,-0.1314208094570839,0.1314208094570839,0-10
2.1,14.65,0.0,1,11.0,11.164292804432753,-0.16429280443275296,0.16429280443275296,10-20
2.0,9.25,0.0,4,9.0,8.980756184772497,0.019243815227502736,0.019243815227502736,0-10
0.5,7.983333333333333,0.0,1,6.5,6.221044899649722,0.27895510035027815,0.27895510035027815,0-10
1.0,7.7,0.0,1,6.5,6.766984503760806,-0.2669845037608063,0.2669845037608063,0-10
1.28,6.933333333333334,0.0,2,7.0,6.796662181123837,0.20333781887616276,0.20333781887616276,0-10
1.91,17.7,0.0,5,12.0,12.159571604184272,-0.15957160418427208,0.15957160418427208,10-20
2.75,15.683333333333334,0.0,2,13.5,12.572859404113505,0.9271405958864953,0.9271405958864953,10-20
1.04,11.166666666666666,0.0,1,8.5,8.422256330236166,0.07774366976383362,0.07774366976383362,0-10
1.37,6.216666666666667,0.0,1,6.5,6.825842369721272,-0.325842369721272,0.325842369721272,0-10
2.5,17.8,0.0,1,13.0,13.051809491812808,-0.051809491812807806,0.051809491812807806,10-20
1.4,8.75,0.0,1,7.5,7.795221037042159,-0.2952210370421593,0.2952210370421593,0-10
0.6,4.483333333333333,0.0,1,5.0,4.969084041206764,0.030915958793236165,0.030915958793236165,0-10
1.33,16.9,0.0,1,11.5,11.25483193854412,0.24516806145588,0.24516806145588,10-20
0.7,6.466666666666667,0.0,1,6.0,5.9137144424272785,0.0862855575727215,0.0862855575727215,0-10
10.3,20.95,0.0,1,29.5,29.95276956920491,-0.45276956920491074,0.45276956920491074,20-40
2.79,13.333333333333334,0.0,2,12.0,11.66294406164798,0.3370559383520195,0.3370559383520195,10-20
0.26,2.5,0.0,1,3.5,3.642332825043296,-0.14233282504329603,0.14233282504329603,0-10
4.66,17.316666666666666,0.0,1,17.0,16.65724321682113,0.3427567831788707,0.3427567831788707,10-20
3.79,8.733333333333333,0.0,1,12.5,12.59067642293131,-0.09067642293130973,0.09067642293130973,10-20
7.97,33.583333333333336,5.76,6,28.5,29.033240663393784,-0.5332406633937836,0.5332406633937836,20-40
0.4,9.783333333333333,0.0,1,7.0,7.480362174231067,-0.4803621742310673,0.4803621742310673,0-10
0.92,5.916666666666667,0.0,1,6.0,5.9351383177583426,0.06486168224165745,0.06486168224165745,0-10
4.8,18.8,0.0,1,18.5,17.565479097040257,0.9345209029597434,0.9345209029597434,10-20
4.4,11.5,0.0,1,15.0,14.344646578883456,0.6553534211165442,0.6553534211165442,10-20
17.05,33.63333333333333,5.54,1,52.0,51.73697457964735,0.26302542035264764,0.26302542035264764,40-60
2.25,29.75,0.0,1,18.5,18.175140469146296,0.3248595308537041,0.3248595308537041,10-20
1.24,11.666666666666666,0.0,2,8.5,8.821082512895055,-0.32108251289505496,0.32108251289505496,0-10
1.03,6.383333333333334,0.0,2,6.0,6.167861382521722,-0.1678613825217221,0.1678613825217221,0-10
1.8,18.166666666666668,0.0,1,12.0,12.434398824579066,-0.4343988245790662,0.4343988245790662,10-20
1.72,9.383333333333333,0.0,3,8.5,8.539306571895642,-0.039306571895641795,0.039306571895641795,0-10
1.21,15.216666666666667,0.0,6,10.5,10.28351977867869,0.2164802213213104,0.2164802213213104,10-20
2.24,8.583333333333334,0.0,1,9.5,9.135650248682834,0.3643497513171656,0.3643497513171656,0-10
1.57,4.466666666666667,0.0,6,6.5,6.469255728727736,0.030744271272263646,0.030744271272263646,0-10
1.3,6.95,0.0,1,7.0,6.912970887389881,0.08702911261011881,0.08702911261011881,0-10
2.5,12.65,0.0,1,11.5,11.115851828896469,0.38414817110353106,0.38414817110353106,10-20
1.07,9.333333333333334,0.0,1,7.5,7.5573994291017215,-0.057399429101721466,0.057399429101721466,0-10
1.4,8.85,0.0,2,8.0,7.804443656613149,0.19555634338685124,0.19555634338685124,0-10
1.8,10.7,0.0,1,10.0,9.17838700464418,0.8216129953558209,0.8216129953558209,0-10
1.5,8.133333333333333,0.0,1,8.0,7.632322086712188,0.3676779132878121,0.3676779132878121,0-10
1.94,10.716666666666667,0.0,3,9.5,9.468613283774914,0.03138671622508582,0.03138671622508582,0-10
0.99,8.716666666666667,0.0,2,7.0,7.162512269551104,-0.16251226955110365,0.16251226955110365,0-10
0.5,2.283333333333333,0.0,1,4.0,3.8891177754083044,0.11088222459169561,0.11088222459169561,0-10
0.8,4.05,0.0,4,5.0,5.031466225912299,-0.03146622591229864,0.03146622591229864,0-10
1.3,6.85,0.0,1,7.0,6.892290446415387,0.10770955358461265,0.10770955358461265,0-10
13.3,34.733333333333334,5.76,1,40.0,39.87154697502328,0.1284530249767215,0.1284530249767215,20-40
3.4,14.9,0.0,1,13.0,13.39601768816553,-0.3960176881655304,0.3960176881655304,10-20
2.7,21.266666666666666,0.0,3,14.5,14.886844201135359,-0.386844201135359,0.386844201135359,10-20
1.2,10.266666666666667,0.0,1,8.5,8.081523800655278,0.41847619934472213,0.41847619934472213,0-10
0.6,5.733333333333333,0.0,1,5.5,5.476022612886105,0.023977387113895077,0.023977387113895077,0-10
2.18,6.116666666666666,0.0,1,8.0,8.177398491252047,-0.1773984912520472,0.1773984912520472,0-10
0.66,6.416666666666667,0.0,1,6.0,5.846049646014616,0.15395035398538415,0.15395035398538415,0-10
0.88,7.683333333333334,0.0,5,6.5,6.5517013751738,-0.051701375173800024,0.051701375173800024,0-10
5.53,33.65,0.0,2,26.0,24.26745152756071,1.7325484724392908,1.7325484724392908,20-40
2.17,6.8,0.0,1,9.0,8.407537751906435,0.5924622480935646,0.5924622480935646,0-10
8.55,22.616666666666667,0.0,1,26.0,26.6287727638673,-0.6287727638672997,0.6287727638672997,20-40
0.75,5.983333333333333,0.0,1,5.5,5.74178853234438,-0.2417885323443798,0.2417885323443798,0-10
10.4,32.21666666666667,0.0,1,52.0,33.25326798505551,18.74673201494449,18.74673201494449,40-60
7.4,36.0,0.0,1,28.5,28.52909200059566,-0.02909200059566075,0.02909200059566075,20-40
2.26,10.633333333333333,0.0,1,9.5,9.845325588127585,-0.34532558812758474,0.34532558812758474,0-10
2.05,9.55,0.0,2,9.5,9.193364618733321,0.30663538126667866,0.30663538126667866,0-10
0.4,7.216666666666667,0.0,2,6.0,6.03333364452269,-0.033333644522690165,0.033333644522690165,0-10
1.23,10.116666666666667,0.0,3,8.0,8.052066472575431,-0.05206647257543118,0.05206647257543118,0-10
1.1,7.15,0.0,2,7.0,6.666723591869614,0.33327640813038606,0.33327640813038606,0-10
1.93,11.016666666666667,0.0,1,9.5,9.527475716605911,-0.027475716605911416,0.027475716605911416,0-10
1.1,12.466666666666667,0.0,1,9.5,8.984805312363404,0.5151946876365958,0.5151946876365958,0-10
0.78,3.55,0.0,1,5.0,4.859751052431998,0.14024894756800244,0.14024894756800244,0-10
1.07,12.033333333333333,0.0,1,9.5,8.68568150910902,0.8143184908909795,0.8143184908909795,0-10
2.31,11.0,0.0,1,10.0,9.995182546315453,0.004817453684546891,0.004817453684546891,0-10
1.78,8.233333333333333,0.0,1,8.0,8.070863420546,-0.07086342054600081,0.07086342054600081,0-10
0.65,5.75,0.0,1,5.5,5.500107308929017,-0.00010730892901733569,0.00010730892901733569,0-10
0.69,3.216666666666667,0.0,1,4.5,4.5238324409503505,-0.02383244095035053,0.02383244095035053,0-10
2.5,25.783333333333335,0.0,3,17.0,16.33702347338304,0.6629765266169585,0.6629765266169585,10-20
2.4,15.816666666666666,0.0,1,12.0,12.117458963431377,-0.11745896343137652,0.11745896343137652,10-20
10.2,22.583333333333332,0.0,1,30.5,29.924485237604944,0.5755147623950556,0.5755147623950556,20-40
3.15,22.45,0.0,1,16.0,16.0231822853753,-0.02318228537529876,0.02318228537529876,10-20
0.96,8.6,0.0,5,7.0,7.0862886112458146,-0.08628861124581455,0.08628861124581455,0-10
1.4,10.766666666666667,0.0,1,8.5,8.677949155202324,-0.1779491552023238,0.1779491552023238,0-10
1.1,8.916666666666666,0.0,1,7.5,7.481169057421638,0.018830942578362375,0.018830942578362375,0-10
1.9,15.316666666666666,0.0,1,11.5,11.223385640568683,0.27661435943131707,0.27661435943131707,10-20
1.08,14.566666666666666,0.0,1,10.0,9.991484665707747,0.008515334292253485,0.008515334292253485,0-10
0.34,3.35,0.0,1,4.0,4.088564525668075,-0.08856452566807516,0.08856452566807516,0-10
4.3,28.633333333333333,0.0,1,18.5,20.384339961785518,-1.8843399617855177,1.8843399617855177,10-20
11.5,23.383333333333333,5.54,1,33.5,32.7745605308618,0.7254394691382018,0.7254394691382018,20-40
21.82,65.98333333333333,5.54,1,52.0,52.19504289251564,-0.19504289251563733,0.19504289251563733,40-60
1.2,18.05,0.0,1,11.5,11.795700334763838,-0.29570033476383806,0.29570033476383806,10-20
1.32,6.566666666666666,0.0,1,7.0,6.8197851434100185,0.1802148565899815,0.1802148565899815,0-10
2.7,7.916666666666667,0.0,1,9.5,9.782492907566256,-0.28249290756625633,0.28249290756625633,0-10
2.3,14.716666666666667,0.0,4,11.0,11.470161400348296,-0.4701614003482959,0.4701614003482959,10-20
2.44,19.133333333333333,0.0,2,13.0,13.454561071945479,-0.4545610719454789,0.4545610719454789,10-20
3.3,17.1,0.0,3,14.5,14.154698141906184,0.34530185809381564,0.34530185809381564,10-20
0.93,5.533333333333333,0.0,1,5.5,5.762529719146129,-0.2625297191461291,0.2625297191461291,0-10
0.47,3.1333333333333333,0.0,2,4.0,4.0631225571342835,-0.0631225571342835,0.0631225571342835,0-10
2.57,20.55,0.0,3,14.5,14.254560109748871,0.245439890251129,0.245439890251129,10-20
2.0,23.116666666666667,0.0,1,15.0,14.90934671301273,0.09065328698726915,0.09065328698726915,10-20
2.23,21.216666666666665,0.0,2,14.0,14.310562274438645,-0.31056227443864515,0.31056227443864515,10-20
1.71,4.883333333333334,0.0,1,6.5,6.651571639842548,-0.1515716398425484,0.1515716398425484,0-10
